english,transliteration,arabic,audioUrl,source
pharmacy,Saydaliyya,صيدلية,,city_and_transportation
pharmacies,Saydaliyyaat,صيدليات,,city_and_transportation
fountain,nafuura,نافورة,,city_and_transportation
fountains,nawafiir,نوافير,,city_and_transportation
auditorium,mudarrag,مدرّج,,city_and_transportation
auditoriums,mudarragaat,مدرّجات,,city_and_transportation
sidewalk,raSiif,رصيف,,city_and_transportation
covered in asphalt,mitsaflit,متسفلت,,city_and_transportation
pothole; speed bump,maTabb,مطبّ,,city_and_transportation
pothole; speed bumps,maTabbaat,مطبّات,,city_and_transportation
sewer,ballaa3a,بلاعة,,city_and_transportation
sewers,ballaa3aat,بلاعات,,city_and_transportation
sewage,magaari,مجاري,,city_and_transportation
hole,Hofra,حفرة,,city_and_transportation
holes,Hofar,حفر,,city_and_transportation
sign,yafTa,يافطة,,city_and_transportation
signs,yufaT,يفط,,city_and_transportation
public transportation,muwaaSlaat,مواصلات,,city_and_transportation
traffic,muruur,مرور,,city_and_transportation
crowdedness,zaHma,زحمة,,city_and_transportation
noise,dawša,دوشة,,city_and_transportation
pollution,tilawwas,تلوث,,city_and_transportation
mess,hargala,هرجلة,,city_and_transportation
trash,zebaala,زبالة,,city_and_transportation
queue,Tabuur,طابور,,city_and_transportation
queues,Tawabiir,طوابير,,city_and_transportation
car,3arabiyya,عربية,,city_and_transportation
cars,3arabiyyaat,عربيات,,city_and_transportation
bus,otobiis,اتوبيس,,city_and_transportation
buses,otobiisaat,اتوبيسات,,city_and_transportation
bicycle,3agala,عجلة,,city_and_transportation
bicycles,3agal,عجل,,city_and_transportation
motorcycle,motosikl,موتوسيكل,,city_and_transportation
truck,luuri,لوري,,city_and_transportation
trucks,luriyyaat,لوريات,,city_and_transportation
taxi,taksi,تاكسي,,city_and_transportation
taxis,taksiyaat,تاكسيات,,city_and_transportation
meter,3addaad,عدّاد,,city_and_transportation
meters,3addaadaat,عدّادات,,city_and_transportation
tire,kawitš,كوتش,,city_and_transportation
tires,kawitšaat,كوتشات,,city_and_transportation
wheel,3agala,عجلة,,city_and_transportation
wheels,3agalaat,عجلات,,city_and_transportation
brakes,faraamil,فرامل,,city_and_transportation
car hood,kabbuut,كبوت,,city_and_transportation
car hoods,kababiit,كبابيت,,city_and_transportation
clutch,dibriyaaž,دبرياج,,city_and_transportation
clutches,dibriyažaat,دبرياجات,,city_and_transportation
car trunk,šanTit il-3arabiyya,شنطة العربية,,city_and_transportation
workshop,warša,ورشة,,city_and_transportation
workshops,wiraš,ورش,,city_and_transportation
gas,binziin,بنزين,,city_and_transportation
driver's license,ruxSit siwaa'a,رخصة سواقة,,city_and_transportation
driver's licenses,ruxaS qiyaada,رخص قيادة,,city_and_transportation
car horn,zummaara,زمّارة,,city_and_transportation
car horns,zamamiir,زمامير,,city_and_transportation
accident,Hadsa,حادثة,,city_and_transportation
accidents,Hawaadis,حوادث,,city_and_transportation
driver,sawwaa',سوّاق,,city_and_transportation
drivers,sawwaa'iin,سوّاقين,,city_and_transportation
train,'aTr,قطر,,city_and_transportation
trains,'uTura,قطرة,,city_and_transportation
a train/metro pass for a month or several months,'aboneih,أبونيه,,city_and_transportation
boat,markab,مركب,,city_and_transportation
boats,maraakib,مراكب,,city_and_transportation
boat ,'aarib,قارب,,city_and_transportation
boat s,'awaarib,قوارب,,city_and_transportation
ship,safiina,سفينة,,city_and_transportation
ships,sufun,سفن,,city_and_transportation
liner,3abbaara,عبّارة,,city_and_transportation
liners,3abbaaraat,عبّارات,,city_and_transportation
plane,Tayyaara,طيّارة,,city_and_transportation
planes,Tayyaaraat,طيّارات,,city_and_transportation
visa,viiza,فيزا,,city_and_transportation
visas,viizaat,فيزات,,city_and_transportation
helicopter,marwaHiyya,مروحية,,city_and_transportation
trip,riHla,رحلة,,city_and_transportation
trips,riHalaat,رحلات,,city_and_transportation
to be cancelled ,itlaġa - yitliġi ,اتلغى - يتلغي ,,city_and_transportation
tour,gawla,جولة,,city_and_transportation
tours,gawlaat,جولات,,city_and_transportation
clothes,huduum,هدوم,,clothing
stylish,aniiq ,أنيق  ,,clothing
chic,šiik ,شيك ,,clothing
overdressed,moHaflaT,محفلط,,clothing
shirt,'amiiS,قميص,,clothing
shirts,'umSaan,قمصان,,clothing
sleeve,kumm,كم,,clothing
sleeves,akmaam,أكمام,,clothing
blouse,biluuza,بلوزة,,clothing
blouses,biluzaat,بلوزات,,clothing
coat,balTo,بالطو,,clothing
coats,balaaTi,بلاطي,,clothing
jacket,žakitta,جكتّة,,clothing
jackets,žakittaat,جكتّات,,clothing
pants,banTaloon,بنطلون,,clothing
pants,banTaloonaat,بنطلونات,,clothing
shorts,šorT,شرط,,clothing
shorts,šorTaat,شرطات,,clothing
skirt,žuup,جوب,,clothing
skirts,župaat,جوبات,,clothing
dress,fustaan,فستان,,clothing
dresses,fasaatiin,فساتين,,clothing
suit,badla,بدلة,,clothing
suits,bidal,بدل,,clothing
pajamas,bižaama,بيجامة,,clothing
pajamas,bižamaat,بيجامات,,clothing
underwear,malaabis daaxiliyya,ملابس داخلية,,clothing
underpants,kilott,كلوتّ,,clothing
underpants,kilottaat,كلوتّات,,clothing
men's underwear,libaas,لباس,,clothing
men's underwears,libasaat/libisa,لباسات | لبسة,,clothing
bra,sutyaan,ستيان,,clothing
bras,sutyanaat,ستيانات,,clothing
diaper,kafuula,كفولة,,clothing
diapers,kawafiil,كوافيل,,clothing
hat,borneiTa,برنيطة,,clothing
hats,baraniiT,برانيط,,clothing
gloves,guwanti,جونتي,,clothing
gloves,guwantiyaat,جونتيات,,clothing
scarf,iišaarb,ايشارب,,clothing
scarves,išarbaat,ايشاربات,,clothing
belt,Hizaam,حزام,,clothing
belts,Hizima,حزمة,,clothing
buckle,abziim,ابزيم,,clothing
buckles,abaziim,أبازيم,,clothing
tie,karavatta,كرفتّة,,clothing
ties,karavattaat,كرفتّات,,clothing
sock,šaraab,شراب,,clothing
socks,šarabaat,شرابات,,clothing
shoe,gazma,جزمة,,clothing
shoes,gizam,جزم,,clothing
slipper,šibšib,شبشب,,clothing
slippers,šabaašib,شباشب,,clothing
collar,yaa'a,ياقة,,clothing
collars,ya'aat,ياقات,,clothing
button,zuraar,زرار,,clothing
buttons,zaraayir,زراير,,clothing
pocket,geib,جيب,,clothing
pockets,guyuub,جيوب,,clothing
zipper,soosta,سوستة,,clothing
thread,xeiT,خيط,,clothing
threads,xuyuuT,خيوط,,clothing
jewel,gawhara,جوهرة,,clothing
jewels,gawaahir,جواهر,,clothing
jewelry,mugawharaat,مجوهرات,,clothing
gold/silver/jewels,maSuughaat,مصوغات,,clothing
earring,Hala',حلق,,clothing
earrings,Hil'aan,حلقان,,clothing
necklace,3u'd,عقد,,clothing
necklaces,3i'aad,عقاد,,clothing
necklace,kirdaan,كردان,,clothing
necklaces,karadiin,كرادين,,clothing
bracelet,iswira,اسورة,,clothing
bracelets,asaawir,اساور,,clothing
ring,xaatim,خاتم,,clothing
rings,xawaatim,خواتم,,clothing
gold,dahab,دهب,,clothing
silver,faDDa,فضّة,,clothing
pearls,lu'lu',لؤلؤ,,clothing
glasses,naDDaara,نضّارة,,clothing
contact lenses,3adasaat laaSiqa,عدسات لاصقة,,clothing
sunglasses,naDDaarit šams,نضّارة شمس,,clothing
wristwatch,saa3it iid,ساعة يد,,clothing
wallet,maHfaZa,محفظة,,clothing
wallets,maHaafiZ,محافظ,,clothing
umbrella,šamsiyya,شمسية,,clothing
umbrellas,šamaasi,شماسي,,clothing
fabric,'umaaš,قماشة,,clothing
silk,Hariir,حرير,,clothing
silks,Haraa'ir,حرائر,,clothing
wool,Suuf,صوف,,clothing
wools,aSwaaf,اصواف,,clothing
velvet,'aTiifa,قطيفة,,clothing
cotton,'uTn,قطن,,clothing
cottons,a'Taan,اقطان,,clothing
lace,dantilla | dantel,دنتلّة  | دنتل,,clothing
leather,gild,جلد,,clothing
dotted,mina''aT,منقّط,,clothing
striped,mi'allim,مقلّم,,clothing
plaid,karohaat,كروهات,,clothing
solid color,saada,سادة,,clothing
embroidered,mizarkaš,مزركش,,clothing
patterned,mišaggar,مشجّر,,clothing
tight,Dayya',ضيّق,,clothing
loose,waasi3,واسع,,clothing
wide,3ariiD,عريض,,clothing
wides,3uraaD,عراض,,clothing
modest,Hišma,حشمة,,clothing
torn,ma'Tuu3,مقطوع,,clothing
tailor,xayyaaT,خيّاط,,clothing
tailors,xayyaTiin,خيّاطون,,clothing
 size,ma'aas,مقاس,,clothing
 sizes,ma'asaat,مقاسات,,clothing
to fit,faSSal - yifaSSal ,فصّل - يفصّل,,clothing
clothing,hudūm [pl.],هُدوم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-1.mp3,clothing_jewelry_and_accessories
clothing,malābis [pl.],ملابِس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-2.mp3,clothing_jewelry_and_accessories
men’s clothing,hudūm rigāli,هُدوم رِجالي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-3.mp3,clothing_jewelry_and_accessories
women’s clothing,hudūm ɧarīmi,هُدوم حريمي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-4.mp3,clothing_jewelry_and_accessories
underwear (UK: pants),hudūm daxlíyya,هُدوم داخلية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-5.mp3,clothing_jewelry_and_accessories
long johns,kalsōn,كلْسوْن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-6.mp3,clothing_jewelry_and_accessories
"undershirt (also: T-shirt, soccer jersey; UK: vest)",fanílla,فانِلّة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-7.mp3,clothing_jewelry_and_accessories
"undershirt (also: T-shirt, soccer jersey; UK: vest)",falínna,فالِنّة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-8.mp3,clothing_jewelry_and_accessories
panties,kulútt,كُلوتّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-9.mp3,clothing_jewelry_and_accessories
"pantyhose, tights",kulōn,كولوْن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-10.mp3,clothing_jewelry_and_accessories
bra,sutyān,سوتْيان,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-11.mp3,clothing_jewelry_and_accessories
bra,sintiyān,سِنْتِيان,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-12.mp3,clothing_jewelry_and_accessories
shirt,ʔamīȿ (ʔumȿān),قميص (قُمْصان),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-13.mp3,clothing_jewelry_and_accessories
collar,yāʔa,ياقة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-14.mp3,clothing_jewelry_and_accessories
sleeve,kumm (kimām),كُمّ (كِمام),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-15.mp3,clothing_jewelry_and_accessories
a long-sleeved shirt,ʔamīȿ bi-kúmmə ʈawīl,قميص بِكُمّ طَويل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-16.mp3,clothing_jewelry_and_accessories
short-sleeved,bi-núȿȿə kumm,بِنُصّ كُمّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-17.mp3,clothing_jewelry_and_accessories
short-sleeved,bi-kúmmə ʔuȿáyyar,بِكُمّ قُصيّر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-18.mp3,clothing_jewelry_and_accessories
t-shirt,tī širt,تي شيرْت,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-19.mp3,clothing_jewelry_and_accessories
polo shirt,tī širtə pōlu,تي شيرْت بوْلو,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-20.mp3,clothing_jewelry_and_accessories
blouse,bilūza,بِلوزة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-21.mp3,clothing_jewelry_and_accessories
(pair of) pants (UK: trousers),banʈalōn,بنْطلوْن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-22.mp3,clothing_jewelry_and_accessories
pant leg,rigl ilbanʈalōn,رِجْل البنْطلوْن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-23.mp3,clothing_jewelry_and_accessories
jeans,"žins, žīnz",چينْز,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-24.mp3,clothing_jewelry_and_accessories
shorts,šōrt,شوْرْت,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-25.mp3,clothing_jewelry_and_accessories
belt,ɧizām (ɧizíma),حِزام (حِزِمة),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-26.mp3,clothing_jewelry_and_accessories
(belt) buckle,tōkit ɧizām,توْكِةْ حِزام,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-27.mp3,clothing_jewelry_and_accessories
suit,bádla (bídal),بدْلة (بِدل),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-28.mp3,clothing_jewelry_and_accessories
suit jacket,žākit bádla,چاكيت بدْلة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-29.mp3,clothing_jewelry_and_accessories
uniform,yunifōrm,يونيفوْرْم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-30.mp3,clothing_jewelry_and_accessories
uniform,ziyy (azyāʔ),زِيّ (أزْياء),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-31.mp3,clothing_jewelry_and_accessories
galabeya (traditional Egyptian garment),gallabíyya (galalīb),جلّابية (جلاليب),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-32.mp3,clothing_jewelry_and_accessories
necktie,garafátta,كرافتّة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-33.mp3,clothing_jewelry_and_accessories
to tie one’s necktie,rábaʈ [1s3] garafattítu,ربط كرافتِّتُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-34.mp3,clothing_jewelry_and_accessories
watch,sā3a,ساعة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-35.mp3,clothing_jewelry_and_accessories
wallet,maɧfáʐa (maɧāfiz),محْفظة (محافِظ),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-36.mp3,clothing_jewelry_and_accessories
"bag, briefcase",šánʈa (šúnaʈ),شنْطة (شُنط),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-37.mp3,clothing_jewelry_and_accessories
courier bag,šánʈa rigāli,شنْطة رِجالي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-38.mp3,clothing_jewelry_and_accessories
"handbag, purse",šánʈit ʔīd,شنْطِةْ إيد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-39.mp3,clothing_jewelry_and_accessories
dress,fustān,فُسْتان,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-40.mp3,clothing_jewelry_and_accessories
skirt,žība,چيبة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-41.mp3,clothing_jewelry_and_accessories
"hijab, headscarf",ɧigāb [no pl.],حِجاب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-42.mp3,clothing_jewelry_and_accessories
niqab,niqāb [no pl.],نِقاب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-43.mp3,clothing_jewelry_and_accessories
(women’s) scarf,išárb,إشارْب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-44.mp3,clothing_jewelry_and_accessories
hair ribbon,širīʈit (šarāyiʈ) ša3r,شِريطِةْ (شرايِط) شعْر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-45.mp3,clothing_jewelry_and_accessories
"barette, hair clip",tōka,توْكة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-46.mp3,clothing_jewelry_and_accessories
hat,burnēʈa (baranīʈ),بُرْنيْطة (برنيط),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-47.mp3,clothing_jewelry_and_accessories
(baseball) cap,kāb,كاب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-48.mp3,clothing_jewelry_and_accessories
"skull cap, (knit) beanie",ʈaʔíyya (ʈawāʔi),طاقية (طَواقي),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-49.mp3,clothing_jewelry_and_accessories
turban,3imāma (3amāyim),عِمامة (عمايِم),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-50.mp3,clothing_jewelry_and_accessories
jacket,žākit (žawākit),چاكيت (چَواكِت),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-51.mp3,clothing_jewelry_and_accessories
jacket,žakítta (žakittāt),چاكِتّة (چاكِتّات),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-52.mp3,clothing_jewelry_and_accessories
coat,bálʈu (balāʈi),بالْطو (بلاطي),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-53.mp3,clothing_jewelry_and_accessories
sweater,bulōvar,بُلوْڤر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-54.mp3,clothing_jewelry_and_accessories
zip-up sweater,swītar,سْويتر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-55.mp3,clothing_jewelry_and_accessories
sweatshirt,swīt širt,سْويت شيرْت,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-56.mp3,clothing_jewelry_and_accessories
scarf,skarf,سْكارْف,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-57.mp3,clothing_jewelry_and_accessories
glove,fárdit guwánti,فرْدِةْ جُوانْتي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-58.mp3,clothing_jewelry_and_accessories
a pair of gloves,guwánti,جُوانْتي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-59.mp3,clothing_jewelry_and_accessories
bathrobe (UK: dressing gown),búrnuȿ (barāniȿ),بُرْنُص (برانِص),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-60.mp3,clothing_jewelry_and_accessories
bathrobe (UK: dressing gown),rōb (arwāb) ɧammām,روْب (أرْواب) حمّام,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-61.mp3,clothing_jewelry_and_accessories
pajamas (UK: pyjamas),"bižāma (bažāyim, bižamāt)",بيچامة (بچايِم، بيچامات),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-62.mp3,clothing_jewelry_and_accessories
"nightgown, teddy",ʔamīȿ nōm,قميص نوْم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-63.mp3,clothing_jewelry_and_accessories
"swimsuit, bathing suit",mayōh,مايوْهْ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-64.mp3,clothing_jewelry_and_accessories
bikini,bikīni,بيكيني,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-65.mp3,clothing_jewelry_and_accessories
pocket,gēb (giyūb),جيْب (جِيوب),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-66.mp3,clothing_jewelry_and_accessories
to put __ in one’s pocket,ɧaʈʈ [1g2] __ fi gēbu,حطّ __ في جيْبُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-67.mp3,clothing_jewelry_and_accessories
to take __ out of one’s pocket,šāl [1h2] __ min gēbu,شال __ مِن جيْبُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-68.mp3,clothing_jewelry_and_accessories
button,zurār (zarāyir),زُرار (زرايِر),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-69.mp3,clothing_jewelry_and_accessories
to button up,zárrar [2s2],زرّر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-70.mp3,clothing_jewelry_and_accessories
to unbutton,fátaɧ [1s1] izzarāyir,فتح الزّرايِر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-71.mp3,clothing_jewelry_and_accessories
to unbutton,fakk izzarāyir,فكّ الزّرايِر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-72.mp3,clothing_jewelry_and_accessories
zipper,sústa (súsat),سوسْتة (سوست),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-73.mp3,clothing_jewelry_and_accessories
to zip up,ʔáfal [1s2] issústa,قفل السّوسْتة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-74.mp3,clothing_jewelry_and_accessories
to unzip,fátaɧ [1s1] issústa,فتح السّوسْتة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-75.mp3,clothing_jewelry_and_accessories
to unzip,fakk [1g2] issústa,فكّ السّوسْتة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-76.mp3,clothing_jewelry_and_accessories
(pair of) shoes,gázma (gízam),جزْمة (جِزم),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-77.mp3,clothing_jewelry_and_accessories
shoe,fárdit gázma,فرْدِةْ جزْمة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-78.mp3,clothing_jewelry_and_accessories
(pair of) boots,būt,بوت,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-79.mp3,clothing_jewelry_and_accessories
(pair of) sandals,"ȿándal, sándal (ȿanādil)",صنْدل (صنادِل),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-80.mp3,clothing_jewelry_and_accessories
(pair of) high heels,gázma ka3b 3āli,جزْمة كعْب عالي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-81.mp3,clothing_jewelry_and_accessories
(pair of) slippers,šíbšib (šabāšib),شِبْشِب (شباشِب),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-82.mp3,clothing_jewelry_and_accessories
shoelaces,rubāʈ gázma,رُباط جزْمة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-83.mp3,clothing_jewelry_and_accessories
to tie one’s shoes,rábaʈ [1s3] rubāʈ ilgázma,ربط رُباط الجزْمة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-84.mp3,clothing_jewelry_and_accessories
to untie one’s shoes,fakkə [1g2] rubāʈ ilgázma,فكّ رُباط الجزْمة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-85.mp3,clothing_jewelry_and_accessories
Your shoelaces have come undone.,irrubāʈ bitā3 gazmítak itfákk.,الرُّباط بِتاع جزْمِتك اِتْفكّ.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-86.mp3,clothing_jewelry_and_accessories
Your shoelaces have come undone.,irrubāʈ bitā3 gazmítak mafkūk.,الرُّباط بِتاع جزْمِتك مفْكوك.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-87.mp3,clothing_jewelry_and_accessories
shoe polish,warnīš,وَرْنيش,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-88.mp3,clothing_jewelry_and_accessories
to polish one’s shoes,lámma3 [2s2] gazmítu,لمّع جزْمِتُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-89.mp3,clothing_jewelry_and_accessories
shoe size,maʔās gázma,مقاس جزْمة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-90.mp3,clothing_jewelry_and_accessories
What size shoes do you wear?,ʔē maʔās gazmítak?,أيْه مقاس جزْمِتك؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-91.mp3,clothing_jewelry_and_accessories
I wear size 40.,bálbis maʔās ʔarbi3īn.,بلْبِس مقاس أرْبِعين.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-92.mp3,clothing_jewelry_and_accessories
I’m not sure about my (clothing) size.,ma-3ráfš maʔāsi.,معْرفْش مقاسي.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-93.mp3,clothing_jewelry_and_accessories
I’m not sure about my (clothing) size.,miš mutaʔákkid maʔāsi kām.,مِش مُتأكِّد مقاسي كام.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-94.mp3,clothing_jewelry_and_accessories
(pair of) socks,šarāb,شراب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-95.mp3,clothing_jewelry_and_accessories
"to wear, to get dressed, to put on",líbis [1s5],لِبِس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-96.mp3,clothing_jewelry_and_accessories
What are you going to wear today?,ʔínta hatílbis ʔē innahárda?,إنْتَ هتِلْبِس أيْه النّهارْده؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-97.mp3,clothing_jewelry_and_accessories
"He took a shower, got dressed, and left for work.","istaɧámma, líbis, wi rāɧ iššúɣl.",اِسْتحمّى، لِبِس و راح الشُّغْل.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-98.mp3,clothing_jewelry_and_accessories
to get undressed,ʔála3 [1s1] hudūmu,قلع هُدومُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-99.mp3,clothing_jewelry_and_accessories
to take off,ʔála3 [1s1],قلع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-100.mp3,clothing_jewelry_and_accessories
I took off my jacket.,ʔalá3t ižžākit.,قلعْت الچاكيت.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-101.mp3,clothing_jewelry_and_accessories
to change one’s clothes,ɣáyyar [2s2] hudūmu,غيّر هُدومُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-102.mp3,clothing_jewelry_and_accessories
(clothing) size,maʔās,مقاس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-103.mp3,clothing_jewelry_and_accessories
small (S),smōl,سْموْل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-104.mp3,clothing_jewelry_and_accessories
medium (M),mīdiyam,ميدِيَم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-105.mp3,clothing_jewelry_and_accessories
large (L),larž,لارْچ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-106.mp3,clothing_jewelry_and_accessories
extra-large (XL),eks larž,إكْس لارْچ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-107.mp3,clothing_jewelry_and_accessories
loose,wāsi3,واسِع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-108.mp3,clothing_jewelry_and_accessories
tight,ɖáyyaʔ,ضيّق,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-109.mp3,clothing_jewelry_and_accessories
just right (not too loose or tight),maʐbūʈ,مظْبوط,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-110.mp3,clothing_jewelry_and_accessories
Does the shirt fit you?,maʔās ilʔamīȿ maʐbūʈ?,مقاس القميص مظْبوط؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-111.mp3,clothing_jewelry_and_accessories
It fits just right.,maʐbūʈ.,مظْبوط.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-112.mp3,clothing_jewelry_and_accessories
It doesn’t fit.,miš maʐbūʈ.,مِش مظْبوط.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-113.mp3,clothing_jewelry_and_accessories
It’s a little big.,kibīr šuwáyya,كِبير شُوَيَّة.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-114.mp3,clothing_jewelry_and_accessories
It’s too tight.,ɖáyyaʔ ʔáwi,ضيّق أَوي.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav06-115.mp3,clothing_jewelry_and_accessories
